,Date,total_sleep_hours,sleep_start,sleep_end
273,2023-09-20,23.188055555555536,2023-09-19 21:42:33-05:00,2023-09-20 08:29:19-05:00
274,2023-09-21,21.378611111111113,2023-09-20 21:42:39-05:00,2023-09-21 07:00:53-05:00
275,2023-09-22,20.60666666666666,2023-09-21 21:42:00-05:00,2023-09-22 07:00:26-05:00
276,2023-09-23,22.692499999999992,2023-09-22 22:54:31-05:00,2023-09-23 08:38:14-05:00
277,2023-09-24,25.370277777777776,2023-09-23 22:07:20-05:00,2023-09-24 07:01:21-05:00
278,2023-09-25,19.120555555555555,2023-09-24 21:43:44-05:00,2023-09-25 07:00:15-05:00
279,2023-09-26,23.188333333333325,2023-09-25 21:30:44-05:00,2023-09-26 07:04:11-05:00
280,2023-09-27,18.407499999999995,2023-09-26 21:43:05-05:00,2023-09-27 07:01:22-05:00
281,2023-09-28,23.483888888888888,2023-09-27 21:26:16-05:00,2023-09-28 07:53:44-05:00
282,2023-09-29,20.14583333333333,2023-09-28 21:36:32-05:00,2023-09-29 07:01:04-05:00
283,2023-09-30,22.743333333333332,2023-09-29 22:59:12-05:00,2023-09-30 08:30:17-05:00
284,2023-10-01,19.75277777777778,2023-09-30 22:56:17-05:00,2023-10-01 07:01:06-05:00
285,2023-10-02,20.62166666666667,2023-10-01 21:20:30-05:00,2023-10-02 07:01:19-05:00
286,2023-10-03,15.136388888888888,2023-10-02 21:42:53-05:00,2023-10-03 05:00:48-05:00
287,2023-10-04,19.27611111111111,2023-10-03 21:28:43-05:00,2023-10-04 07:01:41-05:00
288,2023-10-05,22.30638888888889,2023-10-04 20:15:00-05:00,2023-10-05 07:01:32-05:00
289,2023-10-06,23.683888888888887,2023-10-05 21:34:50-05:00,2023-10-06 08:01:24-05:00
290,2023-10-07,19.490833333333335,2023-10-06 22:45:51-05:00,2023-10-07 07:00:55-05:00
291,2023-10-08,25.026944444444446,2023-10-07 22:34:12-05:00,2023-10-08 10:20:33-05:00
292,2023-10-09,23.745277777777773,2023-10-08 21:43:46-05:00,2023-10-09 08:01:24-05:00
293,2023-10-10,25.523611111111112,2023-10-09 21:35:57-05:00,2023-10-10 07:31:24-05:00
294,2023-10-11,25.61055555555555,2023-10-10 21:05:56-05:00,2023-10-11 08:01:24-05:00
295,2023-10-12,25.05055555555555,2023-10-11 20:47:24-05:00,2023-10-12 08:00:31-05:00
296,2023-10-13,24.632777777777783,2023-10-12 21:32:58-05:00,2023-10-13 07:59:46-05:00
297,2023-10-14,21.686666666666667,2023-10-13 22:54:10-05:00,2023-10-14 07:10:40-05:00
298,2023-10-15,23.137777777777774,2023-10-14 22:35:38-05:00,2023-10-15 09:20:43-05:00
299,2023-10-16,25.108333333333338,2023-10-15 21:41:23-05:00,2023-10-16 08:01:32-05:00
300,2023-10-17,16.7325,2023-10-16 21:42:10-05:00,2023-10-17 06:00:20-05:00
301,2023-10-18,25.487777777777776,2023-10-17 21:28:36-05:00,2023-10-18 08:03:02-05:00
302,2023-10-19,24.04833333333334,2023-10-18 21:44:10-05:00,2023-10-19 08:01:42-05:00
303,2023-10-20,25.551388888888887,2023-10-19 21:25:21-05:00,2023-10-20 08:01:07-05:00
304,2023-10-21,23.539999999999996,2023-10-20 22:57:00-05:00,2023-10-21 08:58:27-05:00
305,2023-10-22,26.96277777777778,2023-10-21 21:48:29-05:00,2023-10-22 09:00:12-05:00
306,2023-10-23,26.19333333333333,2023-10-22 21:14:03-05:00,2023-10-23 08:01:43-05:00
307,2023-10-24,26.970833333333317,2023-10-23 21:37:14-05:00,2023-10-24 08:01:36-05:00
308,2023-10-25,24.626388888888886,2023-10-24 21:39:32-05:00,2023-10-25 08:01:11-05:00
309,2023-10-26,23.264999999999993,2023-10-25 21:23:00-05:00,2023-10-26 08:01:22-05:00
310,2023-10-27,22.755277777777785,2023-10-26 21:28:58-05:00,2023-10-27 08:00:21-05:00
311,2023-10-28,22.31027777777777,2023-10-27 22:55:34-05:00,2023-10-28 08:36:26-05:00
312,2023-10-29,15.874444444444446,2023-10-28 20:28:14-05:00,2023-10-29 04:26:06-05:00
313,2023-10-30,22.98583333333333,2023-10-29 21:38:55-05:00,2023-10-30 08:01:17-05:00
314,2023-10-31,28.241111111111103,2023-10-30 21:43:36-05:00,2023-10-31 08:01:57-05:00
315,2023-11-01,25.123611111111103,2023-10-31 21:26:01-05:00,2023-11-01 08:01:09-05:00
316,2023-11-02,24.990000000000006,2023-11-01 21:10:38-05:00,2023-11-02 08:01:25-05:00
317,2023-11-03,24.244444444444444,2023-11-02 21:04:33-05:00,2023-11-03 08:01:32-05:00
318,2023-11-04,22.477499999999996,2023-11-03 22:59:32-05:00,2023-11-04 07:59:28-05:00
319,2023-11-05,25.934722222222227,2023-11-04 22:53:57-05:00,2023-11-05 09:00:53-05:00
320,2023-11-06,24.112222222222222,2023-11-05 22:43:07-05:00,2023-11-06 09:01:22-05:00
321,2023-11-07,24.833611111111107,2023-11-06 22:38:15-05:00,2023-11-07 08:57:55-05:00
322,2023-11-08,25.475833333333334,2023-11-07 22:44:46-05:00,2023-11-08 08:59:02-05:00
323,2023-11-09,25.794444444444444,2023-11-08 22:44:00-05:00,2023-11-09 08:01:28-05:00
324,2023-11-10,26.849722222222205,2023-11-09 22:16:32-05:00,2023-11-10 09:00:12-05:00
325,2023-11-11,20.58472222222223,2023-11-10 23:59:29-05:00,2023-11-11 09:00:02-05:00
326,2023-11-12,25.283333333333342,2023-11-11 23:55:02-05:00,2023-11-12 09:01:44-05:00
327,2023-11-13,26.538055555555555,2023-11-12 22:10:16-05:00,2023-11-13 09:01:51-05:00
328,2023-11-14,24.85388888888889,2023-11-13 22:37:34-05:00,2023-11-14 08:59:32-05:00
329,2023-11-15,23.61027777777779,2023-11-14 22:35:42-05:00,2023-11-15 08:00:22-05:00
330,2023-11-16,24.538333333333338,2023-11-15 22:37:33-05:00,2023-11-16 08:48:17-05:00
331,2023-11-17,25.50916666666667,2023-11-16 22:44:52-05:00,2023-11-17 09:02:12-05:00
332,2023-11-18,24.689999999999998,2023-11-17 23:58:47-05:00,2023-11-18 08:42:44-05:00
333,2023-11-19,27.288611111111113,2023-11-18 23:09:18-05:00,2023-11-19 08:58:24-05:00
334,2023-11-20,22.08638888888889,2023-11-19 22:44:27-05:00,2023-11-20 07:31:29-05:00
335,2023-11-21,22.284444444444432,2023-11-20 22:44:50-05:00,2023-11-21 09:00:16-05:00
336,2023-11-22,23.094999999999988,2023-11-21 22:34:22-05:00,2023-11-22 09:09:26-05:00
337,2023-11-23,21.649444444444434,2023-11-22 22:43:08-05:00,2023-11-23 20:49:40-05:00
338,2023-11-24,16.250555555555554,2023-11-23 20:50:14-05:00,2023-11-24 05:01:00-05:00
339,2023-11-25,22.365277777777777,2023-11-24 23:58:47-05:00,2023-11-25 09:01:26-05:00
340,2023-11-26,23.42555555555555,2023-11-25 23:59:05-05:00,2023-11-26 09:00:18-05:00
341,2023-11-27,21.601666666666667,2023-11-26 22:45:56-05:00,2023-11-27 07:30:59-05:00
342,2023-11-28,24.952222222222225,2023-11-27 22:13:41-05:00,2023-11-28 09:00:34-05:00
343,2023-11-29,24.034999999999997,2023-11-28 22:21:49-05:00,2023-11-29 09:00:47-05:00
344,2023-11-30,22.88138888888889,2023-11-29 22:43:51-05:00,2023-11-30 09:00:13-05:00
345,2023-12-01,22.801944444444437,2023-11-30 22:31:48-05:00,2023-12-01 09:00:18-05:00
346,2023-12-02,24.08694444444445,2023-12-01 22:30:00-05:00,2023-12-02 09:01:07-05:00
347,2023-12-03,24.570277777777772,2023-12-02 23:44:56-05:00,2023-12-03 09:00:20-05:00
348,2023-12-04,25.184722222222224,2023-12-03 22:44:29-05:00,2023-12-04 09:01:09-05:00
349,2023-12-05,24.601111111111106,2023-12-04 22:45:01-05:00,2023-12-05 09:09:33-05:00
350,2023-12-06,19.59500000000001,2023-12-05 21:08:46-05:00,2023-12-06 07:30:19-05:00
351,2023-12-07,22.461111111111112,2023-12-06 22:42:19-05:00,2023-12-07 09:00:23-05:00
352,2023-12-08,16.171944444444442,2023-12-07 22:44:36-05:00,2023-12-08 07:30:17-05:00
353,2023-12-09,24.221111111111114,2023-12-09 00:03:55-05:00,2023-12-09 10:58:46-05:00
354,2023-12-10,26.30166666666667,2023-12-09 22:30:00-05:00,2023-12-10 09:00:29-05:00
355,2023-12-11,23.373611111111114,2023-12-10 22:43:15-05:00,2023-12-11 09:00:14-05:00
356,2023-12-12,26.43083333333333,2023-12-11 22:10:13-05:00,2023-12-12 09:00:38-05:00
357,2023-12-13,24.59888888888889,2023-12-12 22:32:19-05:00,2023-12-13 09:00:43-05:00
358,2023-12-14,25.865555555555552,2023-12-13 22:39:56-05:00,2023-12-14 09:00:14-05:00
359,2023-12-15,22.316944444444445,2023-12-14 22:37:57-05:00,2023-12-15 08:00:15-05:00
360,2023-12-16,23.963611111111106,2023-12-15 23:58:33-05:00,2023-12-16 09:00:15-05:00
361,2023-12-17,23.93277777777777,2023-12-16 23:28:47-05:00,2023-12-17 09:00:42-05:00
362,2023-12-18,24.97083333333332,2023-12-17 22:18:39-05:00,2023-12-18 09:00:20-05:00
363,2023-12-19,22.408055555555556,2023-12-18 22:36:41-05:00,2023-12-19 09:00:12-05:00
364,2023-12-20,24.203333333333333,2023-12-19 22:15:04-05:00,2023-12-20 09:00:16-05:00
365,2023-12-21,23.29138888888888,2023-12-20 22:42:10-05:00,2023-12-21 09:52:33-05:00
366,2023-12-22,21.130277777777778,2023-12-21 22:47:31-05:00,2023-12-22 09:00:21-05:00
367,2023-12-23,24.645555555555553,2023-12-22 23:25:24-05:00,2023-12-23 09:08:55-05:00
368,2023-12-24,26.803333333333327,2023-12-23 23:01:46-05:00,2023-12-24 09:00:20-05:00
369,2023-12-25,25.986944444444443,2023-12-24 22:39:41-05:00,2023-12-25 09:00:14-05:00
370,2023-12-26,24.956666666666674,2023-12-25 22:37:56-05:00,2023-12-26 08:52:48-05:00
371,2023-12-27,25.39083333333334,2023-12-26 22:42:29-05:00,2023-12-27 09:00:18-05:00
372,2023-12-28,25.737777777777776,2023-12-27 21:34:26-05:00,2023-12-28 09:00:41-05:00
373,2023-12-29,25.996111111111112,2023-12-28 22:43:54-05:00,2023-12-29 10:16:19-05:00
374,2023-12-30,25.475555555555555,2023-12-30 00:23:15-05:00,2023-12-30 10:53:59-05:00
375,2023-12-31,27.984444444444446,2023-12-30 23:56:12-05:00,2023-12-31 10:54:13-05:00
376,2024-01-01,20.10027777777778,2023-12-31 23:28:04-05:00,2024-01-01 09:00:14-05:00
377,2024-01-02,26.72527777777777,2024-01-01 22:36:12-05:00,2024-01-02 09:09:32-05:00
378,2024-01-03,23.195833333333336,2024-01-02 22:48:44-05:00,2024-01-03 09:08:51-05:00
379,2024-01-04,24.656666666666666,2024-01-03 22:43:03-05:00,2024-01-04 09:09:14-05:00
380,2024-01-05,26.653611111111104,2024-01-04 22:42:37-05:00,2024-01-05 09:00:15-05:00
381,2024-01-06,16.986111111111107,2024-01-05 21:38:28-05:00,2024-01-06 04:15:13-05:00
382,2024-01-07,26.55805555555555,2024-01-06 23:45:54-05:00,2024-01-07 10:00:13-05:00
383,2024-01-08,27.083333333333332,2024-01-07 22:43:15-05:00,2024-01-08 09:01:57-05:00
384,2024-01-09,27.80583333333333,2024-01-08 22:15:38-05:00,2024-01-09 08:59:54-05:00
385,2024-01-10,19.188888888888886,2024-01-09 22:02:24-05:00,2024-01-10 06:20:18-05:00
386,2024-01-11,27.404444444444437,2024-01-10 22:17:35-05:00,2024-01-11 08:14:32-05:00
387,2024-01-12,25.79666666666666,2024-01-11 21:59:13-05:00,2024-01-12 08:26:10-05:00
388,2024-01-13,22.036111111111104,2024-01-12 22:47:27-05:00,2024-01-13 08:31:02-05:00
389,2024-01-14,25.380833333333335,2024-01-13 22:30:00-05:00,2024-01-14 09:05:32-05:00
390,2024-01-15,30.430833333333343,2024-01-14 21:50:16-05:00,2024-01-15 08:59:12-05:00
391,2024-01-16,30.325277777777774,2024-01-15 22:35:42-05:00,2024-01-16 09:00:13-05:00
392,2024-01-17,22.35805555555556,2024-01-17 00:05:22-05:00,2024-01-17 08:58:16-05:00
393,2024-01-18,25.433611111111105,2024-01-17 22:27:56-05:00,2024-01-18 08:49:46-05:00
394,2024-01-19,26.410833333333333,2024-01-18 22:43:09-05:00,2024-01-19 08:58:53-05:00
395,2024-01-20,22.48861111111111,2024-01-19 23:55:52-05:00,2024-01-20 09:49:14-05:00
396,2024-01-21,11.549444444444447,2024-01-20 23:42:02-05:00,2024-01-21 05:00:52-05:00
397,2024-01-22,25.149166666666673,2024-01-21 22:39:15-05:00,2024-01-22 09:00:15-05:00
398,2024-01-23,22.79388888888889,2024-01-22 22:48:33-05:00,2024-01-23 08:30:16-05:00
399,2024-01-24,10.687222222222221,2024-01-23 21:39:21-05:00,2024-01-24 09:00:56-05:00
400,2024-01-25,20.561944444444435,2024-01-25 00:46:36-05:00,2024-01-25 08:30:21-05:00
401,2024-01-26,23.698055555555555,2024-01-25 22:46:26-05:00,2024-01-26 09:00:17-05:00
402,2024-01-27,19.239166666666662,2024-01-26 23:27:23-05:00,2024-01-27 07:00:17-05:00
403,2024-01-28,27.387777777777774,2024-01-27 23:55:23-05:00,2024-01-28 11:00:04-05:00
404,2024-01-29,22.871111111111112,2024-01-28 23:13:18-05:00,2024-01-29 10:00:14-05:00
405,2024-01-30,16.565833333333337,2024-01-29 22:34:36-05:00,2024-01-30 06:15:20-05:00
406,2024-01-31,24.199999999999996,2024-01-30 22:43:31-05:00,2024-01-31 09:00:15-05:00
407,2024-02-01,24.419444444444437,2024-01-31 21:15:00-05:00,2024-02-01 09:00:15-05:00
408,2024-02-02,24.560000000000002,2024-02-01 22:07:18-05:00,2024-02-02 08:30:14-05:00
409,2024-02-03,25.152500000000003,2024-02-02 22:56:51-05:00,2024-02-03 09:00:15-05:00
410,2024-02-04,25.117222222222228,2024-02-03 23:25:40-05:00,2024-02-04 09:53:47-05:00
411,2024-02-05,24.449166666666667,2024-02-04 21:49:13-05:00,2024-02-05 09:00:15-05:00
412,2024-02-06,24.006111111111117,2024-02-05 21:59:40-05:00,2024-02-06 08:59:12-05:00
413,2024-02-07,24.306388888888883,2024-02-06 22:38:16-05:00,2024-02-07 09:00:06-05:00
414,2024-02-08,8.104166666666668,2024-02-07 21:31:14-05:00,2024-02-08 06:20:00-05:00
415,2024-02-09,15.926666666666666,2024-02-08 22:43:15-05:00,2024-02-09 06:15:19-05:00
416,2024-02-10,24.308333333333337,2024-02-09 23:41:26-05:00,2024-02-10 09:00:15-05:00
417,2024-02-11,24.41777777777778,2024-02-10 23:51:43-05:00,2024-02-11 08:30:20-05:00
418,2024-02-12,20.312222222222225,2024-02-11 22:30:56-05:00,2024-02-12 07:30:46-05:00
419,2024-02-13,24.70166666666667,2024-02-12 22:43:45-05:00,2024-02-13 09:00:16-05:00
420,2024-02-14,27.845277777777767,2024-02-13 22:36:19-05:00,2024-02-14 09:09:30-05:00
421,2024-02-15,11.514722222222222,2024-02-14 21:15:00-05:00,2024-02-15 09:00:26-05:00
422,2024-02-16,21.866111111111113,2024-02-16 01:02:24-05:00,2024-02-16 09:00:14-05:00
423,2024-02-17,17.637500000000006,2024-02-16 23:44:35-05:00,2024-02-17 07:00:00-05:00
424,2024-02-18,23.036666666666665,2024-02-17 23:48:08-05:00,2024-02-18 07:45:20-05:00
425,2024-02-19,12.964722222222221,2024-02-18 22:37:28-05:00,2024-02-19 05:10:17-05:00
426,2024-02-20,28.84027777777778,2024-02-19 22:28:05-05:00,2024-02-20 10:31:08-05:00
427,2024-02-21,14.091944444444444,2024-02-20 22:38:44-05:00,2024-02-21 05:10:30-05:00
428,2024-02-22,16.779999999999998,2024-02-21 22:42:01-05:00,2024-02-22 06:25:26-05:00
429,2024-02-23,23.79361111111111,2024-02-22 22:43:58-05:00,2024-02-23 09:00:19-05:00
430,2024-02-24,27.17749999999999,2024-02-23 22:21:48-05:00,2024-02-24 09:30:13-05:00
431,2024-02-25,18.649722222222227,2024-02-25 00:00:27-05:00,2024-02-25 06:45:16-05:00
432,2024-02-26,24.263333333333325,2024-02-25 22:10:03-05:00,2024-02-26 09:14:38-05:00
433,2024-02-27,25.241944444444453,2024-02-26 22:40:39-05:00,2024-02-27 09:09:38-05:00
434,2024-02-28,18.33833333333334,2024-02-27 22:34:14-05:00,2024-02-28 07:00:52-05:00
435,2024-02-29,13.684444444444445,2024-02-28 22:44:53-05:00,2024-02-29 05:20:33-05:00
436,2024-03-01,23.547500000000007,2024-02-29 22:38:40-05:00,2024-03-01 09:00:20-05:00
437,2024-03-02,19.21722222222222,2024-03-01 23:48:19-05:00,2024-03-02 06:20:21-05:00
438,2024-03-03,18.450833333333332,2024-03-02 22:42:18-05:00,2024-03-03 05:00:22-05:00
439,2024-03-04,10.310555555555554,2024-03-03 22:02:14-05:00,2024-03-04 08:22:34-05:00
440,2024-03-05,30.90194444444444,2024-03-04 22:25:27-05:00,2024-03-05 08:50:34-05:00
441,2024-03-06,26.247777777777774,2024-03-05 22:36:38-05:00,2024-03-06 08:25:02-05:00
442,2024-03-07,26.828888888888887,2024-03-06 21:48:34-05:00,2024-03-07 08:15:00-05:00
443,2024-03-08,25.66583333333333,2024-03-07 22:41:38-05:00,2024-03-08 07:58:26-05:00
444,2024-03-09,24.03194444444445,2024-03-08 23:47:26-05:00,2024-03-09 09:00:16-05:00
445,2024-03-10,26.96833333333332,2024-03-09 22:30:00-05:00,2024-03-10 08:32:59-05:00
446,2024-03-11,27.141388888888883,2024-03-10 21:41:30-05:00,2024-03-11 08:00:17-05:00
447,2024-03-12,25.568055555555556,2024-03-11 21:05:18-05:00,2024-03-12 08:00:16-05:00
448,2024-03-13,25.941944444444445,2024-03-12 21:29:26-05:00,2024-03-13 07:56:34-05:00
449,2024-03-14,9.359444444444442,2024-03-13 21:38:24-05:00,2024-03-14 08:00:13-05:00
450,2024-03-15,26.45305555555555,2024-03-14 21:20:13-05:00,2024-03-15 07:57:40-05:00
451,2024-03-16,23.352500000000003,2024-03-15 22:47:56-05:00,2024-03-16 07:58:46-05:00
452,2024-03-17,10.998333333333331,2024-03-16 22:08:24-05:00,2024-03-17 09:21:16-05:00
453,2024-03-18,23.901666666666664,2024-03-17 21:41:45-05:00,2024-03-18 08:00:16-05:00
454,2024-03-19,23.244166666666672,2024-03-18 21:26:38-05:00,2024-03-19 08:00:20-05:00
455,2024-03-20,26.254166666666663,2024-03-19 21:41:11-05:00,2024-03-20 08:00:16-05:00
456,2024-03-21,25.314166666666672,2024-03-20 21:35:16-05:00,2024-03-21 08:01:01-05:00
457,2024-03-22,25.15222222222223,2024-03-21 21:44:11-05:00,2024-03-22 08:06:19-05:00
458,2024-03-23,24.311666666666653,2024-03-22 22:50:09-05:00,2024-03-23 09:26:14-05:00
459,2024-03-24,28.595000000000002,2024-03-23 22:59:41-05:00,2024-03-24 10:01:51-05:00
460,2024-03-25,27.113888888888894,2024-03-24 21:38:54-05:00,2024-03-25 08:31:49-05:00
461,2024-03-26,22.584444444444436,2024-03-25 21:42:07-05:00,2024-03-26 08:00:26-05:00
462,2024-03-27,27.037222222222223,2024-03-26 21:04:27-05:00,2024-03-27 08:00:15-05:00
463,2024-03-28,24.333611111111114,2024-03-27 20:57:22-05:00,2024-03-28 08:00:16-05:00
464,2024-03-29,22.976944444444445,2024-03-28 21:34:47-05:00,2024-03-29 08:00:20-05:00
465,2024-03-30,19.876944444444447,2024-03-29 22:36:25-05:00,2024-03-30 06:45:23-05:00
466,2024-03-31,32.368333333333325,2024-03-30 22:13:05-05:00,2024-03-31 09:59:24-05:00
467,2024-04-01,25.239444444444437,2024-03-31 21:41:02-05:00,2024-04-01 08:00:14-05:00
468,2024-04-02,25.475,2024-04-01 21:28:32-05:00,2024-04-02 08:00:41-05:00
469,2024-04-03,23.625555555555557,2024-04-02 21:35:03-05:00,2024-04-03 08:00:29-05:00
470,2024-04-04,22.931388888888886,2024-04-03 21:42:03-05:00,2024-04-04 08:00:20-05:00
471,2024-04-05,24.242499999999996,2024-04-04 21:38:54-05:00,2024-04-05 07:00:24-05:00
472,2024-04-06,18.17222222222223,2024-04-05 22:18:32-05:00,2024-04-06 06:01:53-05:00
473,2024-04-07,20.441666666666666,2024-04-06 22:26:53-05:00,2024-04-07 07:00:00-05:00
474,2024-04-08,27.045,2024-04-07 20:17:18-05:00,2024-04-08 08:00:13-05:00
475,2024-04-09,22.30916666666666,2024-04-08 21:35:23-05:00,2024-04-09 08:00:26-05:00
476,2024-04-10,24.705833333333345,2024-04-09 21:44:18-05:00,2024-04-10 08:00:15-05:00
477,2024-04-11,23.819166666666664,2024-04-10 21:00:37-05:00,2024-04-11 08:00:23-05:00
478,2024-04-12,24.308888888888887,2024-04-11 21:41:02-05:00,2024-04-12 08:09:22-05:00
479,2024-04-13,24.634722222222226,2024-04-12 22:57:29-05:00,2024-04-13 09:46:17-05:00
480,2024-04-14,25.46111111111112,2024-04-13 22:37:37-05:00,2024-04-14 09:21:20-05:00
481,2024-04-15,27.29500000000001,2024-04-14 21:48:48-05:00,2024-04-15 08:00:13-05:00
482,2024-04-16,25.983611111111106,2024-04-15 21:35:34-05:00,2024-04-16 07:43:27-05:00
483,2024-04-17,23.818888888888893,2024-04-16 21:11:41-05:00,2024-04-17 08:00:16-05:00
484,2024-04-18,25.398888888888894,2024-04-17 21:41:58-05:00,2024-04-18 08:00:13-05:00
485,2024-04-19,25.59777777777778,2024-04-18 21:29:28-05:00,2024-04-19 08:00:16-05:00
486,2024-04-20,18.63083333333334,2024-04-19 21:59:54-05:00,2024-04-20 10:00:12-05:00
487,2024-04-21,27.190833333333334,2024-04-20 22:46:51-05:00,2024-04-21 10:00:15-05:00
488,2024-04-22,24.770277777777768,2024-04-21 21:21:26-05:00,2024-04-22 08:00:25-05:00
489,2024-04-23,22.55055555555555,2024-04-22 21:41:17-05:00,2024-04-23 08:00:12-05:00
490,2024-04-24,25.566111111111113,2024-04-23 21:44:18-05:00,2024-04-24 08:00:17-05:00
491,2024-04-25,24.218333333333334,2024-04-24 20:18:42-05:00,2024-04-25 08:00:16-05:00
492,2024-04-26,19.641944444444444,2024-04-25 21:46:47-05:00,2024-04-26 06:30:19-05:00
493,2024-04-27,27.27472222222222,2024-04-26 22:40:57-05:00,2024-04-27 09:55:32-05:00
494,2024-04-28,18.181666666666665,2024-04-27 22:42:04-05:00,2024-04-28 05:30:00-05:00
495,2024-04-29,24.35527777777778,2024-04-28 21:42:48-05:00,2024-04-29 08:00:16-05:00
496,2024-04-30,22.597499999999986,2024-04-29 21:38:32-05:00,2024-04-30 09:28:19-05:00
497,2024-05-01,20.861388888888897,2024-04-30 21:41:15-05:00,2024-05-01 08:00:21-05:00
498,2024-05-02,19.594166666666673,2024-05-01 21:28:45-05:00,2024-05-02 07:00:13-05:00
499,2024-05-03,10.579166666666667,2024-05-02 20:59:53-05:00,2024-05-03 08:00:48-05:00
500,2024-05-04,22.62388888888889,2024-05-03 22:58:24-05:00,2024-05-04 09:25:29-05:00
501,2024-05-05,19.6225,2024-05-04 22:31:24-05:00,2024-05-05 06:30:27-05:00
502,2024-05-06,21.85583333333333,2024-05-05 21:43:33-05:00,2024-05-06 06:30:24-05:00
503,2024-05-07,9.848333333333333,2024-05-06 21:45:05-05:00,2024-05-07 07:57:09-05:00
504,2024-05-08,23.988055555555547,2024-05-07 21:26:13-05:00,2024-05-08 08:00:12-05:00
505,2024-05-09,10.235833333333332,2024-05-08 21:36:36-05:00,2024-05-09 08:00:15-05:00
506,2024-05-10,23.338888888888892,2024-05-09 21:44:07-05:00,2024-05-10 07:00:21-05:00
507,2024-05-11,26.60416666666666,2024-05-10 22:59:28-05:00,2024-05-11 08:29:45-05:00
508,2024-05-12,28.21777777777778,2024-05-11 21:30:00-05:00,2024-05-12 08:15:17-05:00
509,2024-05-13,27.067222222222213,2024-05-12 21:02:46-05:00,2024-05-13 08:00:16-05:00
510,2024-05-14,25.48833333333333,2024-05-13 20:42:18-05:00,2024-05-14 08:00:40-05:00
511,2024-05-15,24.11916666666666,2024-05-14 21:37:35-05:00,2024-05-15 08:00:14-05:00
512,2024-05-16,22.706944444444453,2024-05-15 21:38:07-05:00,2024-05-16 08:00:00-05:00
513,2024-05-17,23.77333333333333,2024-05-16 21:44:51-05:00,2024-05-17 08:00:00-05:00
514,2024-05-18,23.195555555555554,2024-05-17 22:46:59-05:00,2024-05-18 08:30:15-05:00
515,2024-05-19,24.589722222222225,2024-05-18 21:44:41-05:00,2024-05-19 08:00:22-05:00
516,2024-05-20,25.286388888888887,2024-05-19 21:41:36-05:00,2024-05-20 08:00:32-05:00
517,2024-05-21,27.197777777777773,2024-05-20 21:43:53-05:00,2024-05-21 21:48:04-05:00
518,2024-05-22,17.47083333333334,2024-05-21 21:56:54-05:00,2024-05-22 05:15:20-05:00
519,2024-05-23,19.531666666666663,2024-05-22 20:03:45-05:00,2024-05-23 05:00:16-05:00
520,2024-05-24,22.38694444444444,2024-05-23 21:21:34-05:00,2024-05-24 06:30:15-05:00
521,2024-05-25,27.560555555555553,2024-05-24 22:56:21-05:00,2024-05-25 09:59:32-05:00
522,2024-05-26,25.408611111111114,2024-05-25 21:11:26-05:00,2024-05-26 08:27:58-05:00
523,2024-05-27,11.85611111111111,2024-05-26 20:49:35-05:00,2024-05-27 10:00:10-05:00
524,2024-05-28,18.990555555555552,2024-05-27 22:25:35-05:00,2024-05-28 05:15:15-05:00
525,2024-05-29,21.666944444444436,2024-05-28 20:47:51-05:00,2024-05-29 05:45:13-05:00
526,2024-05-30,18.76861111111111,2024-05-29 20:18:53-05:00,2024-05-30 05:45:22-05:00
527,2024-05-31,23.604444444444443,2024-05-30 21:44:11-05:00,2024-05-31 06:30:15-05:00
528,2024-06-01,25.59500000000001,2024-05-31 22:53:00-05:00,2024-06-01 09:09:15-05:00
529,2024-06-02,25.735833333333336,2024-06-01 23:00:53-05:00,2024-06-02 08:00:14-05:00
530,2024-06-03,24.761944444444442,2024-06-02 21:42:09-05:00,2024-06-03 06:30:15-05:00
531,2024-06-04,22.75611111111111,2024-06-03 20:54:20-05:00,2024-06-04 05:45:15-05:00
532,2024-06-05,21.132777777777783,2024-06-04 20:24:18-05:00,2024-06-05 05:30:24-05:00
533,2024-06-06,20.875000000000004,2024-06-05 20:26:32-05:00,2024-06-06 05:45:16-05:00
534,2024-06-07,22.83555555555555,2024-06-06 21:19:43-05:00,2024-06-07 06:30:07-05:00
535,2024-06-08,29.459444444444454,2024-06-07 22:43:43-05:00,2024-06-08 09:47:46-05:00
536,2024-06-09,23.910555555555558,2024-06-08 23:00:25-05:00,2024-06-09 07:26:48-05:00
537,2024-06-10,25.156111111111116,2024-06-09 21:26:23-05:00,2024-06-10 06:30:19-05:00
538,2024-06-11,23.004444444444438,2024-06-10 20:27:28-05:00,2024-06-11 05:45:21-05:00
539,2024-06-12,21.044722222222223,2024-06-11 20:37:25-05:00,2024-06-12 05:45:16-05:00
540,2024-06-13,19.731111111111108,2024-06-12 20:53:04-05:00,2024-06-13 05:59:19-05:00
541,2024-06-14,19.441666666666666,2024-06-13 21:21:33-05:00,2024-06-14 06:30:22-05:00
542,2024-06-15,23.828333333333322,2024-06-14 22:57:31-05:00,2024-06-15 09:58:41-05:00
543,2024-06-16,22.93583333333334,2024-06-15 22:32:58-05:00,2024-06-16 08:35:33-05:00
544,2024-06-17,21.161666666666672,2024-06-16 21:42:15-05:00,2024-06-17 06:30:19-05:00
545,2024-06-18,21.845833333333328,2024-06-17 20:55:25-05:00,2024-06-18 05:55:18-05:00
546,2024-06-19,28.55583333333333,2024-06-18 20:51:32-05:00,2024-06-19 09:00:13-05:00
